name;birthday;customer;orderdate;product;units;unitprice
Jesica;1987-08-15 00:00:00;Network Solutions Group;2016-07-14 13:48:03;Lipitor;13;10,75
Barb;1956-08-18 00:00:00;Net Universal Group;2016-07-28 13:48:03;Star Wars;37;10,67
Mayra;1985-03-06 00:00:00;Building Power Advanced Incorporated;2016-07-26 13:48:03;iPad;12;467,38
Louisa;1986-01-29 00:00:00;Omega Incorporated;2016-07-13 13:48:03;banana;50;10
Annette;1976-03-24 00:00:00;East People Co;2016-07-24 13:48:03;Lipitor;15;10,01
Anastasia;1978-08-20 00:00:00;West Net Adventure Incorporated;2016-07-24 13:48:03;Harry Potter book;16;27,44
Shellie;1953-08-09 00:00:00;Studio Corporation;2016-07-21 13:48:03;iPad;10;727,65
Neva;1996-05-27 00:00:00;Design Agency;2016-07-20 13:48:03;Rubik’s Cube;43;17,95
Cathleen;1966-12-30 00:00:00;Design Interactive Consulting Group;2016-07-09 13:48:03;Thriller record;33;12,79
Delbert;1969-04-07 00:00:00;Architecture Galaxy Building Industries;2016-06-30 13:48:03;Harry Potter book;17;17,33
Robbin;1980-12-17 00:00:00;Virtual Resource Inc;2016-07-07 13:48:03;Star Wars;38;9,6
Bess;1957-10-19 00:00:00;Innovation Pacific International;2016-07-25 13:48:03;Corolla;33;21848,6
Ethan;1952-12-08 00:00:00;Application Industries;2016-07-27 13:48:03;banana;24;10
Annmarie;1982-06-04 00:00:00;Atlantic Corporation;2016-07-09 13:48:03;Star Wars;9;11,41
Omar;1951-12-05 00:00:00;Hardware Venture Analysis Industries;2016-07-23 13:48:03;iPad;29;465,04
Robby;1981-03-11 00:00:00;Resource Speed Star Co;2016-07-19 13:48:03;Lipitor;44;10,7
Jody;1971-07-18 00:00:00;General Incorporated;2016-07-19 13:48:03;Corolla;11;20525,3
Dewitt;1985-03-03 00:00:00;Building Future Provider Inc;2016-07-07 13:48:03;banana;42;10
Neva;1996-05-27 00:00:00;Design Agency;2016-07-12 13:48:03;Corolla;7;20905,98
Jody;1979-08-10 00:00:00;Star Digital Speed Organization;2016-07-28 13:48:03;Lipitor;28;10,2
Pat;1985-02-06 00:00:00;Analysis Graphics Telecom Agency;2016-07-11 13:48:03;iPad;40;568,63
Domingo;1983-08-20 00:00:00;Pacific East Electronics Corporation;2016-07-16 13:48:03;Lipitor;7;10,46
Chance;1965-02-28 00:00:00;Resource International;2016-07-09 13:48:03;iPad;41;803,66
Emery;1981-04-17 00:00:00;Net Electronics Venture LLC;2016-07-16 13:48:03;banana;14;10
Michael;1985-05-26 00:00:00;Advanced People Telecom Incorporated;2016-07-20 13:48:03;iPad;38;532,24
Lacy;1978-07-01 00:00:00;Hill Group;2016-07-23 13:48:03;Harry Potter book;47;21,31
Doris;1978-04-05 00:00:00;North Organization;2016-07-19 13:48:03;Harry Potter book;39;18,88
Gracie;1978-05-07 00:00:00;Resource Virtual Limited;2016-07-03 13:48:03;Corolla;27;23188,1
Neva;1996-05-27 00:00:00;Design Agency;2016-07-06 13:48:03;iPad;50;800,1
Leota;1970-07-29 00:00:00;Signal Max Agency;2016-07-05 13:48:03;iPad;2;508,37
Domingo;1983-08-20 00:00:00;Pacific East Electronics Corporation;2016-07-07 13:48:03;banana;33;10
Colby;1982-01-31 00:00:00;General Group;2016-07-05 13:48:03;iPad;11;320,19
Giuseppe;1982-01-11 00:00:00;Hardware Speed Corporation;2016-07-28 13:48:03;Corolla;41;20147,93
Cori;1986-11-05 00:00:00;Signal Industries;2016-07-10 13:48:03;iPhone;19;823,01
Franklyn;1956-09-15 00:00:00;Star East South LLC;2016-07-24 13:48:03;Harry Potter book;23;23,7
Rich;1980-11-27 00:00:00;Technology Group;2016-07-04 13:48:03;PlayStation;21;294,31
Jamey;1978-05-31 00:00:00;Signal Co;2016-07-03 13:48:03;Thriller record;29;13,74
Opal;1977-12-29 00:00:00;Solutions Universal Corporation;2016-07-06 13:48:03;Harry Potter book;47;10,54
Benito;1974-04-11 00:00:00;Star Organization;2016-07-27 13:48:03;Harry Potter book;4;5,02
Robbin;1979-12-01 00:00:00;Interactive Net LLC;2016-07-24 13:48:03;iPad;31;787,33
Julian;1980-12-14 00:00:00;Bell Inc;2016-07-19 13:48:03;PlayStation;28;265,08
Edmundo;1985-06-06 00:00:00;Internet Building General LLC;2016-07-05 13:48:03;banana;45;10
Cornell;1963-07-02 00:00:00;Technology Direct Star Limited;2016-07-20 13:48:03;Rubik’s Cube;32;16,25
Lauretta;1967-01-27 00:00:00;North Atlantic Building Industries;2016-07-12 13:48:03;Rubik’s Cube;14;17,26
Chang;1984-02-05 00:00:00;Venture Alpha Corporation;2016-07-02 13:48:03;Rubik’s Cube;37;15,96
Sharla;1971-05-15 00:00:00;Net Limited;2016-07-22 13:48:03;iPad;37;916,21
Wendy;1964-07-23 00:00:00;Future Net LLC;2016-07-11 13:48:03;banana;50;10
Darron;1971-10-19 00:00:00;Interactive International;2016-07-20 13:48:03;Corolla;24;21610,4
Terese;1985-06-17 00:00:00;Industries Limited;2016-07-14 13:48:03;Corolla;7;20684,29
Collin;1985-01-23 00:00:00;Venture Industries;2016-07-03 13:48:03;banana;44;10
Jimmie;1965-06-04 00:00:00;Star Limited;2016-07-11 13:48:03;Star Wars;46;8,05
Lacy;1985-07-22 00:00:00;Signal Design Resource Corporation;2016-07-15 13:48:03;PlayStation;6;236,95
Dena;1982-01-16 00:00:00;Source Agency;2016-07-12 13:48:03;PlayStation;10;259,92
Loren;1977-08-29 00:00:00;Network Agency;2016-07-07 13:48:03;iPhone;2;779,46
Shelli;1973-05-14 00:00:00;People Systems Industries;2016-07-13 13:48:03;Lipitor;21;11,95
Scott;1969-06-12 00:00:00;Frontier Inc;2016-07-11 13:48:03;iPad;39;493,55
Dewitt;1985-03-03 00:00:00;Building Future Provider Inc;2016-07-02 13:48:03;Star Wars;48;11,49
Christen;1973-08-23 00:00:00;Max West Signal Group;2016-07-27 13:48:03;iPhone;23;814,65
Gladys;1983-05-28 00:00:00;Galaxy Signal Network Organization;2016-06-30 13:48:03;iPad;20;618,08
Pasquale;1967-09-02 00:00:00;Electronics Inc;2016-07-16 13:48:03;Star Wars;30;8,89
Craig;1960-06-24 00:00:00;Telecom Digital Organization;2016-07-16 13:48:03;Thriller record;18;19,37
Angie;1979-03-19 00:00:00;Software Resource Incorporated;2016-07-21 13:48:03;banana;26;10
Alisa;1959-12-09 00:00:00;Future Signal Data Limited;2016-07-24 13:48:03;iPad;1;340,29
Alton;1984-01-15 00:00:00;Alpha Industries;2016-07-16 13:48:03;PlayStation;14;274,5
Elyse;1982-12-24 00:00:00;General Corporation;2016-07-26 13:48:03;Corolla;45;22572,18
Collin;1985-01-23 00:00:00;Venture Industries;2016-07-15 13:48:03;PlayStation;40;226,9
Benton;1980-05-06 00:00:00;Star Data Incorporated;2016-07-19 13:48:03;Lipitor;49;11,46
Marisela;1953-08-11 00:00:00;Digital West Corporation;2016-07-05 13:48:03;PlayStation;24;283,09
Ned;1981-02-14 00:00:00;Industries Inc;2016-07-15 13:48:03;Harry Potter book;36;24,69
Larissa;1991-04-13 00:00:00;Power Virtual Organization;2016-06-30 13:48:03;Thriller record;5;15,47
Otis;1973-02-24 00:00:00;Star Virtual Incorporated;2016-07-19 13:48:03;Lipitor;7;10,18
Miguel;1966-07-30 00:00:00;Software Power International;2016-07-20 13:48:03;iPhone;22;524,76
Soon;1977-07-31 00:00:00;Advanced Limited;2016-06-30 13:48:03;Star Wars;33;10,01
Nathan;1980-03-06 00:00:00;Resource Future Construction Incorporated;2016-07-21 13:48:03;Rubik’s Cube;38;17,55
Glen;1978-07-09 00:00:00;Star Telecom Power Co;2016-07-06 13:48:03;Harry Potter book;12;23,35
Miguel;1966-07-30 00:00:00;Software Power International;2016-07-27 13:48:03;iPhone;23;454,65
Rayford;1969-12-30 00:00:00;Network Bell Digital International;2016-07-08 13:48:03;Lipitor;8;10,91
Johnathon;1968-07-28 00:00:00;Advanced Incorporated;2016-07-03 13:48:03;Thriller record;18;8,56
Jody;1971-07-18 00:00:00;General Incorporated;2016-07-25 13:48:03;iPad;10;992,32
Cori;1976-06-02 00:00:00;Systems Industries;2016-07-14 13:48:03;PlayStation;3;222,62
Tammy;1986-02-08 00:00:00;Net Group;2016-07-22 13:48:03;Harry Potter book;4;11,49
Tiffany;1986-07-14 00:00:00;Medicine Solutions Signal Inc;2016-07-18 13:48:03;iPhone;32;877,85
Cornell;1963-07-02 00:00:00;Technology Direct Star Limited;2016-07-25 13:48:03;Rubik’s Cube;6;16,8
Gail;1981-05-27 00:00:00;Pacific North Resource Incorporated;2016-07-18 13:48:03;Thriller record;46;14,26
Ilene;1979-06-02 00:00:00;Innovation Federated Industries;2016-07-09 13:48:03;Star Wars;38;11,95
Pat;1985-02-06 00:00:00;Analysis Graphics Telecom Agency;2016-07-08 13:48:03;Rubik’s Cube;12;15,61
Darron;1971-10-19 00:00:00;Interactive International;2016-07-19 13:48:03;Thriller record;20;18,09
Marguerite;1968-11-15 00:00:00;Hill Industries Advanced Organization;2016-07-23 13:48:03;Lipitor;14;11,37
Danny;1978-01-24 00:00:00;Omega Star Agency;2016-07-28 13:48:03;Rubik’s Cube;45;16,74
Robby;1983-03-10 00:00:00;Net Digital Application Agency;2016-07-26 13:48:03;iPhone;8;455,13
Cori;1986-11-05 00:00:00;Signal Industries;2016-07-05 13:48:03;Rubik’s Cube;6;18,95
Antonio;1987-01-24 00:00:00;Contract Analysis Interactive Corporation;2016-07-24 13:48:03;Rubik’s Cube;24;16,24
Florencio;1983-02-03 00:00:00;Speed Limited;2016-07-11 13:48:03;Harry Potter book;15;22,72
Roma;1980-05-28 00:00:00;Max Construction Innovation Limited;2016-07-21 13:48:03;iPhone;36;500,98
Dong;1970-09-06 00:00:00;Solutions Contract Software Corporation;2016-07-17 13:48:03;Lipitor;41;10,26
Barb;1956-08-18 00:00:00;Net Universal Group;2016-07-18 13:48:03;banana;47;10
Robbin;1980-12-17 00:00:00;Virtual Resource Inc;2016-07-15 13:48:03;PlayStation;48;202,43
Scott;1969-06-12 00:00:00;Frontier Inc;2016-07-27 13:48:03;Star Wars;4;10,68
Rayford;1969-12-30 00:00:00;Network Bell Digital International;2016-07-28 13:48:03;Rubik’s Cube;25;16,07
Marty;1978-01-20 00:00:00;Frontier People General Incorporated;2016-07-22 13:48:03;Lipitor;1;11,07
Ernestina;1985-09-12 00:00:00;Universal Agency;2016-07-28 13:48:03;Star Wars;27;9,86
Darcy;1980-07-29 00:00:00;Star Max Omega Inc;2016-07-10 13:48:03;Rubik’s Cube;6;17,17
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-11 13:48:03;iPad;22;781,09
Daniel;1978-03-05 00:00:00;Studio East Industries;2016-07-21 13:48:03;Lipitor;42;10,13
Margot;1982-03-11 00:00:00;Power Signal Vision Group;2016-07-22 13:48:03;iPad;48;1051,58
Frankie;1965-06-09 00:00:00;Federated Electronics Frontier Industries;2016-07-20 13:48:03;Harry Potter book;1;11,88
Robby;1981-03-11 00:00:00;Resource Speed Star Co;2016-07-25 13:48:03;Harry Potter book;50;31,95
Arnoldo;1992-05-25 00:00:00;Star General Architecture LLC;2016-07-06 13:48:03;iPhone;20;898,05
Madge;1972-02-04 00:00:00;Frontier Alpha Future Co;2016-07-04 13:48:03;Rubik’s Cube;1;15,33
Jodi;1967-03-19 00:00:00;People Net Limited;2016-07-15 13:48:03;Harry Potter book;5;6,22
Carissa;1970-03-14 00:00:00;Galaxy Co;2016-07-22 13:48:03;PlayStation;15;264,42
Gracie;1974-05-03 00:00:00;Telecom Pacific Universal Organization;2016-07-11 13:48:03;banana;28;10
Scarlett;1976-09-27 00:00:00;People Galaxy Incorporated;2016-07-08 13:48:03;Lipitor;2;10,82
Blair;1969-02-27 00:00:00;Venture Interactive Group;2016-07-28 13:48:03;Rubik’s Cube;35;16,8
Ladonna;1974-12-14 00:00:00;West Building Digital Limited;2016-07-05 13:48:03;PlayStation;33;231,03
Jannette;1973-09-10 00:00:00;Architecture Technology Solutions Corporation;2016-06-30 13:48:03;Harry Potter book;45;19,81
Kerry;1982-04-20 00:00:00;Medicine Direct Incorporated;2016-07-04 13:48:03;Star Wars;42;8,37
Tasha;1983-01-04 00:00:00;Interactive Internet Incorporated;2016-07-28 13:48:03;Corolla;49;24627,85
Otis;1973-02-24 00:00:00;Star Virtual Incorporated;2016-07-22 13:48:03;Harry Potter book;27;13,9
Kieth;1984-05-11 00:00:00;People Industries;2016-07-19 13:48:03;Rubik’s Cube;39;17,39
Kerri;1979-07-15 00:00:00;Contract Speed Star Organization;2016-07-02 13:48:03;Harry Potter book;15;12,07
Ismael;1982-06-18 00:00:00;Resource Innovation Application Agency;2016-07-13 13:48:03;banana;2;10
Roderick;1973-06-14 00:00:00;Network Industries;2016-07-25 13:48:03;Harry Potter book;38;6,15
Jeromy;1971-09-02 00:00:00;Data International;2016-07-11 13:48:03;PlayStation;24;209,5
Dong;1970-09-06 00:00:00;Solutions Contract Software Corporation;2016-07-25 13:48:03;banana;3;10
Gracie;1974-05-03 00:00:00;Telecom Pacific Universal Organization;2016-07-10 13:48:03;PlayStation;15;222,83
Vickie;1980-05-29 00:00:00;Source Industries Alpha Co;2016-07-09 13:48:03;Rubik’s Cube;17;17,38
Gerri;1996-09-20 00:00:00;Consulting Direct Data LLC;2016-07-02 13:48:03;Star Wars;18;11,56
Ernestina;1985-09-12 00:00:00;Universal Agency;2016-07-27 13:48:03;iPad;13;433,43
Joanne;1998-07-12 00:00:00;Hardware Studio Contract LLC;2016-07-24 13:48:03;Thriller record;19;19,08
Mack;1984-05-14 00:00:00;Data Virtual Industries;2016-07-19 13:48:03;iPhone;5;512,45
Fernando;1979-06-27 00:00:00;Building Research Venture Organization;2016-07-06 13:48:03;iPhone;46;573,66
Bette;1989-11-14 00:00:00;People Group;2016-07-09 13:48:03;banana;30;10
Trent;1980-06-26 00:00:00;Innovation Frontier Industries;2016-07-04 13:48:03;iPhone;8;786,66
Annette;1976-03-24 00:00:00;East People Co;2016-07-21 13:48:03;PlayStation;34;293,35
Retha;1963-06-17 00:00:00;Hill Net Building Agency;2016-07-12 13:48:03;banana;19;10
Rickie;1988-09-26 00:00:00;Studio West Vision Industries;2016-07-28 13:48:03;banana;23;10
Trent;1980-06-26 00:00:00;Innovation Frontier Industries;2016-07-18 13:48:03;iPhone;50;810,98
Autumn;1970-04-02 00:00:00;Frontier Corporation;2016-07-07 13:48:03;PlayStation;7;211,5
Leota;1970-07-29 00:00:00;Signal Max Agency;2016-07-15 13:48:03;Star Wars;11;8,59
Madge;1972-02-04 00:00:00;Frontier Alpha Future Co;2016-07-16 13:48:03;PlayStation;35;215,85
Miguel;1966-07-30 00:00:00;Software Power International;2016-07-21 13:48:03;iPad;15;467,74
Omar;1951-12-05 00:00:00;Hardware Venture Analysis Industries;2016-07-15 13:48:03;Star Wars;35;8,14
Jody;1971-07-18 00:00:00;General Incorporated;2016-06-30 13:48:03;PlayStation;6;297,67
Ilene;1979-06-02 00:00:00;Innovation Federated Industries;2016-07-01 13:48:03;Rubik’s Cube;13;16,61
Christen;1973-08-23 00:00:00;Max West Signal Group;2016-07-18 13:48:03;PlayStation;9;202,41
India;1968-12-13 00:00:00;Electronics Resource Group;2016-07-03 13:48:03;Corolla;47;23938,36
Collin;1985-01-23 00:00:00;Venture Industries;2016-07-13 13:48:03;iPhone;26;781,8
Garth;1983-12-02 00:00:00;Design Agency;2016-07-19 13:48:03;Star Wars;45;8,11
Benito;1974-04-11 00:00:00;Star Organization;2016-07-11 13:48:03;Star Wars;31;11,28
Lucia;1967-10-17 00:00:00;Industries Max Organization;2016-07-24 13:48:03;PlayStation;35;243,17
Chang;1972-04-23 00:00:00;Star Alpha Industries;2016-07-18 13:48:03;iPad;36;994,29
Elena;1983-04-13 00:00:00;General Max Organization;2016-07-25 13:48:03;Thriller record;17;15,86
Rosalina;1967-10-24 00:00:00;Software Group;2016-07-20 13:48:03;banana;7;10
Pablo;1964-04-14 00:00:00;Industries Power Net Agency;2016-07-06 13:48:03;Harry Potter book;5;15,78
Opal;1981-02-10 00:00:00;South Frontier Bell Limited;2016-07-04 13:48:03;Rubik’s Cube;50;15,87
Maggie;1959-07-21 00:00:00;Hill People Industries Co;2016-07-25 13:48:03;Rubik’s Cube;37;15,01
Marion;1962-12-04 00:00:00;Virtual Limited;2016-07-23 13:48:03;Lipitor;35;10,18
Tasha;1983-01-04 00:00:00;Interactive Internet Incorporated;2016-07-04 13:48:03;Star Wars;41;10,99
Rosalina;1967-10-24 00:00:00;Software Group;2016-07-25 13:48:03;banana;50;10
Jeanie;1968-12-06 00:00:00;Frontier Industries;2016-07-28 13:48:03;Thriller record;40;19,59
Dorian;1985-03-25 00:00:00;Medicine Limited;2016-07-18 13:48:03;Thriller record;47;13,09
Angie;1979-03-19 00:00:00;Software Resource Incorporated;2016-07-13 13:48:03;PlayStation;26;218,77
Scott;1969-06-12 00:00:00;Frontier Inc;2016-07-22 13:48:03;Star Wars;40;11,8
Glen;1978-07-09 00:00:00;Star Telecom Power Co;2016-07-26 13:48:03;Star Wars;32;9,16
Odis;1985-07-05 00:00:00;Technology International;2016-07-17 13:48:03;Harry Potter book;35;34,31
Leigh;1993-08-01 00:00:00;South Consulting Corporation;2016-07-07 13:48:03;Star Wars;46;11,21
Latosha;1984-02-18 00:00:00;Hardware Organization;2016-07-26 13:48:03;Corolla;30;21586,88
Anastasia;1978-08-20 00:00:00;West Net Adventure Incorporated;2016-07-27 13:48:03;Harry Potter book;24;21,66
Elwood;1955-10-10 00:00:00;Solutions Innovation Co;2016-07-18 13:48:03;Corolla;12;21787,41
Rayford;1969-12-30 00:00:00;Network Bell Digital International;2016-07-15 13:48:03;Harry Potter book;23;6,81
Rodrigo;1987-04-10 00:00:00;Vision Hill Resource Corporation;2016-07-09 13:48:03;Star Wars;5;8,88
Lucia;1980-05-28 00:00:00;Provider Solutions Incorporated;2016-07-04 13:48:03;iPhone;23;409,78
Lucia;1980-05-28 00:00:00;Provider Solutions Incorporated;2016-07-26 13:48:03;Star Wars;2;10,88
Jefferey;1978-12-23 00:00:00;Contract Inc;2016-07-17 13:48:03;Rubik’s Cube;46;15,07
Chance;1965-02-28 00:00:00;Resource International;2016-07-18 13:48:03;PlayStation;50;268,12
Millard;1980-09-08 00:00:00;Construction Organization;2016-07-25 13:48:03;Harry Potter book;18;6,8
Rolland;1971-05-25 00:00:00;Vision Limited;2016-07-03 13:48:03;Corolla;28;20167,93
Opal;1977-12-29 00:00:00;Solutions Universal Corporation;2016-07-07 13:48:03;iPhone;8;781,93
Barb;1956-08-18 00:00:00;Net Universal Group;2016-07-02 13:48:03;iPhone;46;791,49
Saundra;1990-04-20 00:00:00;Internet Inc;2016-07-28 13:48:03;iPad;9;441,37
Marquita;1981-11-09 00:00:00;Direct Limited;2016-07-04 13:48:03;Rubik’s Cube;2;18,7
Morgan;1978-04-13 00:00:00;Solutions Application Systems Corporation;2016-07-16 13:48:03;Lipitor;36;11,29
Dick;1979-03-21 00:00:00;Technology Contract Co;2016-07-05 13:48:03;iPad;43;1073,18
Shawn;1980-07-14 00:00:00;Universal Frontier Adventure Corporation;2016-07-15 13:48:03;iPad;40;599,28
Christen;1973-08-23 00:00:00;Max West Signal Group;2016-07-02 13:48:03;banana;9;10
Odis;1985-07-05 00:00:00;Technology International;2016-07-23 13:48:03;iPhone;48;602,49
Wendy;1964-07-23 00:00:00;Future Net LLC;2016-07-16 13:48:03;Rubik’s Cube;3;16,03
Luigi;1978-09-28 00:00:00;People General Star Organization;2016-07-17 13:48:03;Rubik’s Cube;17;16,05
Jay;1980-06-26 00:00:00;Analysis West Limited;2016-07-22 13:48:03;banana;27;10
Kelli;1986-12-13 00:00:00;Software Frontier Limited;2016-07-04 13:48:03;PlayStation;25;275,58
Annette;1976-03-24 00:00:00;East People Co;2016-07-24 13:48:03;Star Wars;47;8,95
Ladonna;1974-12-14 00:00:00;West Building Digital Limited;2016-07-02 13:48:03;Harry Potter book;37;22,43
Chang;1984-02-05 00:00:00;Venture Alpha Corporation;2016-07-25 13:48:03;PlayStation;26;206,26
Boyd;1974-10-12 00:00:00;Atlantic Network Galaxy Agency;2016-07-02 13:48:03;iPad;43;1024,84
Raymond;1981-07-07 00:00:00;Medicine Graphics Industries;2016-06-30 13:48:03;Lipitor;41;10,79
Opal;1981-02-10 00:00:00;South Frontier Bell Limited;2016-07-08 13:48:03;iPad;16;473,77
Whitney;1961-08-30 00:00:00;North Industries Industries;2016-07-24 13:48:03;Lipitor;4;11,86
Fernando;1979-06-27 00:00:00;Building Research Venture Organization;2016-07-02 13:48:03;Harry Potter book;44;8,7
Sandra;1968-01-21 00:00:00;Net LLC;2016-07-17 13:48:03;Star Wars;50;9,78
Mindy;1959-10-06 00:00:00;Pacific Vision Electronics Co;2016-07-06 13:48:03;Corolla;8;21764,77
Marisela;1953-08-11 00:00:00;Digital West Corporation;2016-07-19 13:48:03;Harry Potter book;22;32
Luigi;1978-09-28 00:00:00;People General Star Organization;2016-07-08 13:48:03;Rubik’s Cube;24;18,73
Tommy;1984-08-03 00:00:00;Analysis Solutions Limited;2016-07-16 13:48:03;Lipitor;50;10,72
Demarcus;1982-02-21 00:00:00;Speed West Network International;2016-07-28 13:48:03;iPad;28;321,81
Opal;1981-02-10 00:00:00;South Frontier Bell Limited;2016-06-30 13:48:03;Star Wars;20;9,43
Benton;1980-05-06 00:00:00;Star Data Incorporated;2016-07-11 13:48:03;Harry Potter book;3;8,76
Rosalina;1967-10-24 00:00:00;Software Group;2016-07-04 13:48:03;iPad;33;381,66
Sung;1977-10-23 00:00:00;Omega Pacific Future Incorporated;2016-07-15 13:48:03;Thriller record;13;8,73
Merrill;1978-06-07 00:00:00;Star Technology Industries;2016-07-25 13:48:03;iPhone;47;675,58
Dick;1979-03-21 00:00:00;Technology Contract Co;2016-07-08 13:48:03;iPhone;38;789,34
Staci;1968-10-09 00:00:00;Interactive South Organization;2016-07-04 13:48:03;Lipitor;29;10,92
Giuseppe;1982-01-11 00:00:00;Hardware Speed Corporation;2016-07-17 13:48:03;Thriller record;37;19,44
Tracy;1984-11-29 00:00:00;Hill Pacific Analysis Co;2016-07-09 13:48:03;Lipitor;9;10,31
Scarlett;1976-09-27 00:00:00;People Galaxy Incorporated;2016-07-01 13:48:03;Thriller record;2;11,45
Kenneth;1990-02-02 00:00:00;Studio Alpha Group;2016-07-01 13:48:03;iPad;18;1016,78
Bess;1957-10-19 00:00:00;Innovation Pacific International;2016-07-07 13:48:03;Thriller record;30;9,95
Glen;1978-07-09 00:00:00;Star Telecom Power Co;2016-07-22 13:48:03;Rubik’s Cube;15;17,18
Danny;1978-01-24 00:00:00;Omega Star Agency;2016-07-22 13:48:03;PlayStation;5;248,33
Florencio;1983-02-03 00:00:00;Speed Limited;2016-07-26 13:48:03;Lipitor;21;10,39
Esteban;1983-08-21 00:00:00;Net LLC;2016-07-28 13:48:03;Lipitor;21;11,06
Jodi;1967-03-19 00:00:00;People Net Limited;2016-07-26 13:48:03;Thriller record;34;13,18
Cory;1987-03-24 00:00:00;Virtual Signal Innovation Inc;2016-07-18 13:48:03;iPhone;2;811,5
Mindy;1959-10-06 00:00:00;Pacific Vision Electronics Co;2016-07-06 13:48:03;Corolla;22;22956,33
Amber;1981-02-07 00:00:00;Provider Limited;2016-07-14 13:48:03;iPad;41;797,97
Jerald;1978-07-07 00:00:00;Star Adventure Group;2016-07-17 13:48:03;Lipitor;7;10,09
Raymond;1981-07-07 00:00:00;Medicine Graphics Industries;2016-07-13 13:48:03;PlayStation;38;281,31
Elwood;1955-10-10 00:00:00;Solutions Innovation Co;2016-07-28 13:48:03;Rubik’s Cube;31;18,08
Ervin;1977-10-14 00:00:00;Provider Agency;2016-07-25 13:48:03;PlayStation;23;242,07
Kenneth;1990-02-02 00:00:00;Studio Alpha Group;2016-07-21 13:48:03;Rubik’s Cube;43;18,38
Mitzi;1978-06-28 00:00:00;Design Solutions Co;2016-07-19 13:48:03;Thriller record;49;10,39
Emery;1981-04-17 00:00:00;Net Electronics Venture LLC;2016-07-28 13:48:03;Star Wars;26;9,42
Wade;1990-10-20 00:00:00;Telecom Universal Inc;2016-07-28 13:48:03;banana;20;10
Garth;1983-12-02 00:00:00;Design Agency;2016-07-06 13:48:03;Thriller record;42;17,4
Merrill;1978-06-07 00:00:00;Star Technology Industries;2016-07-07 13:48:03;PlayStation;32;281,48
Buck;1972-07-09 00:00:00;Frontier Research Technology LLC;2016-07-19 13:48:03;iPhone;37;414,58
Ned;1981-02-14 00:00:00;Industries Inc;2016-07-10 13:48:03;Rubik’s Cube;4;18,02
Staci;1968-10-09 00:00:00;Interactive South Organization;2016-07-04 13:48:03;iPhone;25;894,93
Darcy;1980-07-29 00:00:00;Star Max Omega Inc;2016-07-12 13:48:03;iPad;42;1085,08
Elyse;1982-12-24 00:00:00;General Corporation;2016-07-24 13:48:03;Lipitor;43;11,29
Rayford;1969-12-30 00:00:00;Network Bell Digital International;2016-07-21 13:48:03;Star Wars;43;9,29
Weldon;1953-03-17 00:00:00;Network Application Co;2016-07-17 13:48:03;Lipitor;26;10,22
Roma;1980-05-28 00:00:00;Max Construction Innovation Limited;2016-07-07 13:48:03;Star Wars;34;10,61
Barb;1956-08-18 00:00:00;Net Universal Group;2016-07-19 13:48:03;Thriller record;26;18,34
Anastasia;1978-08-20 00:00:00;West Net Adventure Incorporated;2016-07-20 13:48:03;Corolla;7;22780,92
Abdul;1979-01-29 00:00:00;Architecture Incorporated;2016-07-13 13:48:03;iPad;37;935,45
Jonathan;1986-09-11 00:00:00;Research Industries;2016-07-18 13:48:03;Thriller record;22;8,46
Roderick;1973-06-14 00:00:00;Network Industries;2016-07-25 13:48:03;Lipitor;47;11,62
Damaris;1984-06-01 00:00:00;North Innovation Vision Inc;2016-07-21 13:48:03;iPhone;21;588,52
Joan;1986-09-09 00:00:00;Galaxy Corporation;2016-07-22 13:48:03;banana;26;10
Loren;1977-08-29 00:00:00;Network Agency;2016-07-26 13:48:03;Star Wars;21;9,61
Esther;1982-05-23 00:00:00;Universal Electronic International;2016-07-28 13:48:03;Corolla;24;21868,37
Waldo;1987-04-12 00:00:00;Telecom General Alpha Organization;2016-07-07 13:48:03;PlayStation;23;275,84
Cori;1976-06-02 00:00:00;Systems Industries;2016-07-02 13:48:03;iPhone;31;801,97
Catina;1987-05-21 00:00:00;People LLC;2016-07-15 13:48:03;Harry Potter book;3;15,19
Boyd;1974-10-12 00:00:00;Atlantic Network Galaxy Agency;2016-07-18 13:48:03;Star Wars;50;10,71
Soon;1977-07-31 00:00:00;Advanced Limited;2016-07-11 13:48:03;banana;9;10
Hank;1987-05-24 00:00:00;Max Hill Corporation;2016-07-23 13:48:03;Harry Potter book;31;13,14
Edward;1974-11-16 00:00:00;Analysis Technology LLC;2016-07-07 13:48:03;Lipitor;38;10,8
Mitzi;1978-06-28 00:00:00;Design Solutions Co;2016-07-26 13:48:03;Rubik’s Cube;12;16,85
Shawn;1980-07-14 00:00:00;Universal Frontier Adventure Corporation;2016-07-17 13:48:03;banana;7;10
Neva;1996-05-27 00:00:00;Design Agency;2016-07-06 13:48:03;Rubik’s Cube;45;15,53
Rosalina;1967-10-24 00:00:00;Software Group;2016-07-22 13:48:03;Rubik’s Cube;14;17,76
Darron;1971-10-19 00:00:00;Interactive International;2016-07-03 13:48:03;iPhone;18;758,56
Kelli;1982-05-10 00:00:00;Building Construction Group;2016-07-05 13:48:03;iPhone;46;593,59
Ed;1981-07-18 00:00:00;Pacific Electronics Direct Agency;2016-07-11 13:48:03;PlayStation;16;230,49
Ernestina;1985-09-12 00:00:00;Universal Agency;2016-07-26 13:48:03;Lipitor;3;11,39
